,Never,Rarely,Sometimes,Frequently,Always,Always-Freq,Never-Rare-Some,Per of Cases,Per of Deaths
772,0.07,0.11,0.237,0.202,0.381,0.583,0.417,0.005129694154084,9.67866821525358E-05
773,0.079,0.115,0.092,0.223,0.492,0.715,0.286,0.002419842710224,0.000120992135511
774,0.045,0.038,0.117,0.252,0.548,0.8,0.2,0.007778024699197,0.000507952633417
775,0.097,0.074,0.062,0.356,0.411,0.767,0.233,0.003816521615066,3.56684263090312E-05
776,0.162,0.09,0.138,0.261,0.348,0.609,0.39,0.008924776880578,0.000136603727764
777,0.205,0.05,0.077,0.337,0.332,0.669,0.332,0.005159739892564,7.0681368391292E-05
778,0.056,0.177,0.194,0.189,0.384,0.573,0.427,0.014272674466849,0.000414903327525
779,0.061,0.186,0.132,0.16,0.46,0.62,0.379,0.004239783299965,0.000176657637499
780,0.073,0.128,0.128,0.307,0.364,0.671,0.329,0.002796420581655,0
781,0.148,0.11,0.15,0.311,0.281,0.592,0.408,0.004441976679622,0
782,0.138,0.049,0.132,0.212,0.469,0.681,0.319,0.010886242419815,0.000292248118653
783,0.044,0.11,0.239,0.193,0.413,0.606,0.393,0.003219056816353,0.000241429261226
784,0.224,0.073,0.194,0.187,0.322,0.509,0.491,0.00509461426492,0.000181950509461
785,0.098,0.067,0.13,0.2,0.504,0.704,0.295,0.005420159875219,3.89939559368298E-05
786,0.032,0.053,0.18,0.289,0.447,0.736,0.265,0.022739049593075,0.000472460145701
787,0.09,0.08,0.1,0.197,0.533,0.73,0.27,0.008691011664253,7.62369444232675E-05
788,0.048,0.062,0.197,0.268,0.424,0.692,0.307,0.007461495491182,0.000279307317852
789,0.021,0.124,0.087,0.394,0.373,0.767,0.232,0.005100354191263,4.72255017709563E-05
790,0.183,0.062,0.26,0.207,0.288,0.495,0.505,0.090876656472987,0.000611620795107
791,0.052,0.094,0.208,0.23,0.417,0.647,0.354,0.007687512985664,0.000138513747489
792,0.212,0.117,0.213,0.153,0.304,0.457,0.542,0.008378154737278,0.000206868018204
793,0.153,0.11,0.241,0.139,0.358,0.497,0.504,0.008727994049095,4.95908752789487E-05
794,0.341,0.07,0.124,0.238,0.227,0.465,0.535,0.003349953256466,7.79058896852602E-05
795,0.026,0.096,0.142,0.355,0.381,0.736,0.264,0.006388575723412,5.36855102807752E-05
796,0.061,0.365,0.146,0.213,0.215,0.428,0.572,0.013616018845701,0.000400471142521
797,0.183,0.105,0.221,0.182,0.309,0.491,0.509,0.008633733867379,8.90075656430797E-05
798,0.075,0.136,0.197,0.236,0.356,0.592,0.408,0.004190061174893,0
799,0.078,0.167,0.143,0.194,0.418,0.612,0.388,0.018946248004258,0.000319318786589
800,0.224,0.035,0.112,0.189,0.441,0.63,0.371,0.010614385614386,6.24375624375624E-05
801,0.123,0.084,0.137,0.284,0.371,0.655,0.344,0.005413413869736,0.000170949911676
802,0.092,0.13,0.079,0.269,0.43,0.699,0.301,0.006547631868014,6.46147881711861E-05
803,0.089,0.045,0.141,0.064,0.66,0.724,0.275,0.042211652794293,0.000178359096314
804,0.036,0.102,0.118,0.26,0.485,0.745,0.256,0.018907900227922,0.000374519812098
805,0.038,0.101,0.249,0.201,0.411,0.612,0.388,0.005444444444444,0.000111111111111
806,0.248,0.132,0.258,0.068,0.294,0.362,0.638,0.002668360864041,0
807,0.035,0.137,0.137,0.408,0.283,0.691,0.309,0.005114337781436,5.87854917406384E-05
808,0.135,0.081,0.109,0.122,0.553,0.675,0.325,0.003541458156902,5.13254805348115E-05
809,0.276,0.027,0.091,0.173,0.433,0.606,0.394,0.021671109050875,0.000231776567389
810,0.037,0.155,0.189,0.189,0.43,0.619,0.381,0.015445324783426,0.000298013585309
811,0.241,0.083,0.067,0.181,0.428,0.609,0.391,0.019331016507385,0.000108601216334
812,0.054,0.075,0.128,0.349,0.394,0.743,0.257,0.003918575063613,0
813,0.063,0.271,0.148,0.25,0.268,0.518,0.482,0.007415931466564,0.000127860887355
814,0.088,0.278,0.187,0.186,0.261,0.447,0.553,0.021052631578947,0.000397219463754
815,0.048,0.061,0.071,0.209,0.611,0.82,0.18,0.005028735632184,0
816,0.116,0.141,0.235,0.153,0.354,0.507,0.492,0.004275427542754,0
817,0.038,0.042,0.203,0.238,0.48,0.718,0.283,0.005886200130804,8.17527795945062E-05
818,0.162,0.073,0.143,0.283,0.34,0.623,0.378,0.011694265132379,0.000467770605295
819,0.143,0.118,0.129,0.153,0.457,0.61,0.39,0.016110471806674,6.76910580112367E-05
820,0.08,0.384,0.146,0.174,0.216,0.39,0.61,0.010724365004704,0.000188146754468
821,0.074,0.075,0.195,0.214,0.441,0.655,0.344,0.009616526178321,0
822,0.118,0.044,0.094,0.178,0.565,0.743,0.256,0.006762047120792,0
823,0.123,0.142,0.091,0.183,0.461,0.644,0.356,0.005562794427183,0.000150345795329
824,0.077,0.151,0.176,0.183,0.413,0.596,0.404,0.005241319065298,0
825,0.243,0.268,0.147,0.102,0.24,0.342,0.658,0.009311571458464,0.00010462439841
826,0.153,0.094,0.246,0.128,0.38,0.508,0.493,0.004227405247813,0
827,0.027,0.149,0.135,0.239,0.45,0.689,0.311,0.005561047948591,6.17894216510133E-05
828,0.032,0.096,0.229,0.232,0.411,0.643,0.357,0.006893358711868,5.14429754617007E-05
829,0.102,0.105,0.233,0.212,0.347,0.559,0.44,0.012182331585317,0.000645421540944
830,0.074,0.116,0.221,0.191,0.398,0.589,0.411,0.00415414047554,0
831,0.014,0.044,0.069,0.2,0.673,0.873,0.127,0.012577742490406,9.92457324335054E-05
832,0.04,0.105,0.165,0.336,0.355,0.691,0.31,0.005899134471254,4.83535612397853E-05
833,0.035,0.126,0.287,0.28,0.272,0.552,0.448,0.00292797189147,9.75990630489947E-05
834,0.135,0.318,0.101,0.173,0.272,0.445,0.554,0.005198136771755,0
835,0.17,0.146,0.131,0.161,0.392,0.553,0.447,0.00261461211635,8.91345039664854E-05
836,0.039,0.081,0.115,0.201,0.563,0.764,0.235,0.009104302488686,0.000383756936296
837,0.097,0.058,0.15,0.214,0.482,0.696,0.305,0.034164023561396,0.001268690530131
838,0.032,0.204,0.196,0.185,0.384,0.569,0.432,0.004883720930233,0.00046511627907
839,0.078,0.173,0.157,0.247,0.344,0.591,0.408,0.008421948107188,0
840,0.01,0.102,0.136,0.268,0.484,0.752,0.248,0.00587587219978,0.000122414004162
841,0.069,0.067,0.294,0.283,0.287,0.57,0.43,0.006109979633401,0.000769404842725
842,0.053,0.049,0.209,0.26,0.429,0.689,0.311,0.004450726250263,0
843,0.077,0.064,0.153,0.226,0.48,0.706,0.294,0.035078361147096,0.000609616703498
844,0.064,0.084,0.091,0.281,0.481,0.762,0.239,0.005228671652657,0
845,0.046,0.282,0.149,0.26,0.263,0.523,0.477,0.007179293406386,0
846,0.078,0.069,0.087,0.127,0.64,0.767,0.234,0.010446894950668,0
847,0.034,0.078,0.256,0.247,0.385,0.632,0.368,0.008563643441028,0.000908265213442
848,0.218,0.034,0.084,0.378,0.286,0.664,0.336,0.004335988706262,0.000302510839972
849,0.12,0.022,0.221,0.273,0.364,0.637,0.363,0.019102756422276,0.00110163135196
850,0.173,0.054,0.267,0.187,0.319,0.506,0.494,0.008434523376718,7.27114084199811E-05
851,0.195,0.051,0.233,0.199,0.322,0.521,0.479,0.012923799932863,0
852,0.088,0.053,0.068,0.31,0.481,0.791,0.209,0.00469980803601,0
853,0.199,0.116,0.088,0.179,0.419,0.598,0.403,0.008327706504614,0
854,0.125,0.145,0.166,0.162,0.402,0.564,0.436,0.017476268022401,0.00031775032768
855,0.214,0.124,0.162,0.165,0.335,0.5,0.5,0.017072065266657,0.000151080223599
856,0.044,0.089,0.136,0.259,0.473,0.732,0.269,0.019603762845269,0.000412109490555
857,0.115,0.083,0.147,0.264,0.39,0.654,0.345,0.01291762332897,0.000225307383645
858,0.121,0.145,0.187,0.164,0.383,0.547,0.453,0.007836143536533,0.00043233895374
859,0.144,0.138,0.281,0.162,0.275,0.437,0.563,0.004290968532897,0.0002043318349
860,0.18,0.071,0.286,0.159,0.303,0.462,0.537,0.008332476082708,0
861,0.075,0.027,0.126,0.277,0.494,0.771,0.228,0.009112829082414,6.93870234701607E-05
862,0.099,0.059,0.182,0.145,0.516,0.661,0.34,0.013619696176008,8.73057447180024E-05
863,0.12,0.06,0.285,0.2,0.335,0.535,0.465,0.01686988954239,5.73805766747956E-05
864,0.045,0.075,0.071,0.235,0.574,0.809,0.191,0.011336841129771,0.00013385915957
865,0.066,0.053,0.209,0.181,0.491,0.672,0.328,0.031743206360508,0.001720659784028
866,0.09,0.151,0.185,0.282,0.292,0.574,0.426,0.015193595817677,0
867,0.03,0.125,0.172,0.21,0.462,0.672,0.327,0.005718487051711,8.16926721673066E-05
868,0.107,0.128,0.175,0.218,0.372,0.59,0.41,0.004258943781942,0.000141964792731
869,0.034,0.082,0.293,0.221,0.37,0.591,0.409,0.023706711658898,0.00088649947096
870,0.055,0.182,0.181,0.245,0.337,0.582,0.418,0.010045466910193,1.94303035013407E-05
871,0.035,0.102,0.123,0.151,0.589,0.74,0.26,0.012975187798771,0.000455269747325
872,0.138,0.148,0.252,0.12,0.342,0.462,0.538,0.002328830926875,0.000155255395125
873,0.209,0.167,0.161,0.101,0.362,0.463,0.537,0.019747103386809,0.000139260249554
874,0.07,0.329,0.176,0.197,0.228,0.425,0.575,0.006857253235465,0
875,0.122,0.044,0.151,0.177,0.505,0.682,0.317,0.003901755790106,5.00225101295583E-05
876,0.113,0.165,0.137,0.16,0.425,0.585,0.415,0.035206145072595,0.000475234465167
877,0.072,0.271,0.175,0.231,0.251,0.482,0.518,0.008128979813033,0
878,0.172,0.299,0.173,0.125,0.232,0.357,0.644,0.035026269702277,7.96051584142652E-05
879,0.153,0.212,0.126,0.167,0.341,0.508,0.491,0.001131861912847,0
880,0.189,0.063,0.137,0.267,0.344,0.611,0.389,0.003435988801222,0
881,0.137,0.122,0.169,0.256,0.316,0.572,0.428,0.003795184470852,0
882,0.069,0.147,0.118,0.329,0.336,0.665,0.334,0.000903546419697,0
883,0.107,0.131,0.12,0.211,0.43,0.641,0.358,0.004422204119632,0.000116373792622
884,0.167,0.146,0.077,0.12,0.49,0.61,0.39,0.00474748864731,6.88041832943443E-05
885,0.089,0.149,0.183,0.197,0.382,0.579,0.421,0.003764115432873,0
886,0.053,0.133,0.122,0.222,0.47,0.692,0.308,0.003213223535742,0
887,0.151,0.082,0.212,0.225,0.331,0.556,0.445,0.00226586102719,0
888,0.128,0.137,0.185,0.214,0.337,0.551,0.45,0.001538461538462,0
889,0.131,0.121,0.164,0.174,0.41,0.584,0.416,0.00371131952455,5.01529665479713E-05
890,0.065,0.27,0.174,0.235,0.256,0.491,0.509,0.000752728641325,0
891,0.163,0.13,0.126,0.232,0.348,0.58,0.419,0.022066198595787,0.000501504513541
892,0.081,0.069,0.115,0.229,0.507,0.736,0.265,0.00224943764059,0.000249937515621
893,0.154,0.077,0.118,0.217,0.434,0.651,0.349,0.003300705668108,0
894,0.085,0.119,0.165,0.404,0.227,0.631,0.369,0.008191710478054,0.000978114683947
895,0.112,0.144,0.128,0.271,0.346,0.617,0.384,0.001764705882353,0
896,0.075,0.093,0.28,0.131,0.421,0.552,0.448,0.004325656010084,5.72934570872006E-05
897,0.108,0.143,0.118,0.139,0.492,0.631,0.369,0.009789273017672,2.57612447833479E-05
898,0.163,0.118,0.211,0.235,0.273,0.508,0.492,0.00212239122745,0
899,0.106,0.118,0.148,0.243,0.385,0.628,0.372,0.002166143182064,5.41535795516084E-05
900,0.137,0.193,0.184,0.214,0.272,0.486,0.514,0.005526315789474,0
901,0.006,0.009,0.024,0.227,0.734,0.961,0.039,0.005422913650529,2.45380708168724E-05
902,0.052,0.086,0.135,0.221,0.506,0.727,0.273,0.003573981415297,0
903,0.061,0.05,0.295,0.282,0.312,0.594,0.406,0.000395256916996,0
904,0.154,0.154,0.224,0.148,0.32,0.468,0.532,0.004587959233706,3.50225895702728E-05
905,0.174,0.133,0.133,0.187,0.373,0.56,0.44,0.002949852507375,0
906,0.166,0.089,0.163,0.239,0.343,0.582,0.418,0.047632105739436,0.000274220528149
907,0.143,0.084,0.143,0.232,0.399,0.631,0.37,0.062643148219757,0.000297450846248
908,0.063,0.06,0.159,0.354,0.364,0.718,0.282,0.005872220482305,3.91481365487003E-05
909,0.05,0.068,0.113,0.27,0.499,0.769,0.231,0.005652036627723,3.15756236185665E-05
910,0.24,0.089,0.234,0.151,0.287,0.438,0.563,0.00113808801214,0
911,0.218,0.156,0.247,0.129,0.25,0.379,0.621,0.006849315068493,0
912,0.14,0.108,0.15,0.231,0.37,0.601,0.398,0.013146853146853,0.00027972027972
913,0.158,0.092,0.146,0.24,0.364,0.604,0.396,0.010688042752171,0
914,0.135,0.131,0.181,0.229,0.323,0.552,0.447,0.002435064935065,0
915,0.034,0.079,0.256,0.302,0.33,0.632,0.369,0.002507522567703,0
916,0.131,0.095,0.189,0.217,0.368,0.585,0.415,0.016148089799134,0
917,0.079,0.118,0.21,0.193,0.4,0.593,0.407,0.001471670345843,0
918,0.075,0.058,0.121,0.323,0.423,0.746,0.254,0.004792471463011,8.71358447820152E-05
919,0.153,0.107,0.137,0.239,0.364,0.603,0.397,0.009828629032258,0
920,0.126,0.075,0.163,0.225,0.412,0.637,0.364,0.00613154960981,0
921,0.01,0.116,0.161,0.136,0.577,0.713,0.287,0.010933110621821,7.59243793181991E-05
922,0.026,0.069,0.09,0.182,0.634,0.816,0.185,0.003203276794623,0
923,0.171,0.142,0.087,0.259,0.34,0.599,0.4,0.003126085446336,0
924,0.029,0.019,0.075,0.224,0.654,0.878,0.123,0.008323359356973,0.000162682332865
925,0.155,0.098,0.172,0.229,0.346,0.575,0.425,0.014069828035435,0.000260552371027
926,0.081,0.212,0.114,0.128,0.464,0.592,0.407,0.001258389261745,0
927,0.062,0.107,0.128,0.233,0.469,0.702,0.297,0.002424242424242,0
928,0.168,0.123,0.091,0.147,0.471,0.618,0.382,0.005556121928841,0
929,0.197,0.075,0.197,0.204,0.326,0.53,0.469,0.003257328990228,0
930,0.087,0.135,0.092,0.142,0.544,0.686,0.314,0.017392793365787,9.7849751706255E-05
931,0.171,0.132,0.16,0.163,0.375,0.538,0.463,0.00202565833896,0
932,0.14,0.053,0.121,0.285,0.4,0.685,0.314,0.003401009996908,0
933,0.206,0.131,0.194,0.189,0.28,0.469,0.531,0.000715819613457,0
934,0.113,0.111,0.133,0.3,0.344,0.644,0.357,0.01940051212532,0.00033137520711
935,0.12,0.065,0.106,0.313,0.396,0.709,0.291,0.00494008829094,3.50360871697849E-05
936,0.101,0.068,0.209,0.279,0.343,0.622,0.378,0.004291484348704,8.41467519353753E-05
937,0.048,0.049,0.233,0.263,0.407,0.67,0.33,0.000927165962707,0
938,0.164,0.123,0.115,0.235,0.362,0.597,0.402,0.0141333994545,0
939,0.071,0.044,0.095,0.25,0.54,0.79,0.21,0.003563396325613,0
940,0.173,0.116,0.144,0.18,0.388,0.568,0.433,0.004515805318615,0
941,0.164,0.132,0.102,0.195,0.407,0.602,0.398,0.004775519180621,0.000157089446731
942,0.11,0.094,0.148,0.244,0.404,0.648,0.352,0.001601423487544,0
943,0.12,0.113,0.144,0.218,0.405,0.623,0.377,0.003478933127174,0.000773096250483
944,0.035,0.094,0.203,0.236,0.432,0.668,0.332,0.00449613918483,0
945,0.133,0.204,0.12,0.127,0.416,0.543,0.457,0.003186106078591,0
946,0.15,0.083,0.199,0.198,0.371,0.569,0.432,0.001818181818182,0
947,0.161,0.163,0.177,0.225,0.275,0.5,0.501,0.004103711994031,0
948,0.018,0.09,0.088,0.24,0.564,0.804,0.196,0.002319894664242,0
949,0.174,0.233,0.163,0.136,0.293,0.429,0.57,0.001169248757673,0
950,0.131,0.117,0.164,0.191,0.396,0.587,0.412,0.005259467040673,0
951,0.053,0.096,0.137,0.217,0.497,0.714,0.286,0.001091362644216,0
952,0.15,0.244,0.126,0.19,0.29,0.48,0.52,0.008979747802828,0.00152846771112
953,0.012,0.057,0.145,0.236,0.55,0.786,0.214,0.004470327687323,0
954,0.02,0.183,0.101,0.309,0.387,0.696,0.304,0.003601047577477,0
955,0.135,0.077,0.143,0.191,0.454,0.645,0.355,0.003693667537663,1.61295525662118E-05
956,0.183,0.073,0.076,0.295,0.373,0.668,0.332,0.006039689387403,0
957,0.153,0.086,0.11,0.241,0.41,0.651,0.349,0.002726224179511,0
958,0.03,0.05,0.124,0.261,0.535,0.796,0.204,0.006048604375472,6.73563961633797E-05
959,0.179,0.22,0.218,0.123,0.26,0.383,0.617,0.003252032520325,0
960,0.11,0.122,0.182,0.183,0.403,0.586,0.414,0.00197628458498,0
961,0.16,0.174,0.174,0.157,0.335,0.492,0.508,0.001604434072345,0
962,0.126,0.133,0.175,0.209,0.357,0.566,0.434,0.006362496311596,9.22100914724107E-05
963,0.197,0.09,0.19,0.21,0.313,0.523,0.477,0.005805515239478,0
964,0.06,0.055,0.126,0.26,0.499,0.759,0.241,0.008131121110297,7.55752438754985E-05
965,0.138,0.14,0.092,0.226,0.403,0.629,0.37,0.055441478439425,0.000186671644577
966,0.009,0.078,0.095,0.184,0.633,0.817,0.182,0.007903886925795,0.0001074204947
967,0.231,0.112,0.236,0.154,0.267,0.421,0.579,0.002776675922253,0
968,0.1,0.27,0.159,0.24,0.231,0.471,0.529,0.002366063883725,0
969,0.142,0.257,0.088,0.195,0.319,0.514,0.487,0.000837287189506,0
970,0.041,0.125,0.109,0.252,0.472,0.724,0.275,0.000721847930703,0
971,0.127,0.098,0.172,0.216,0.388,0.604,0.397,0.011465603190429,0
972,0.122,0.132,0.112,0.225,0.408,0.633,0.366,0.007839562443026,0
973,0.104,0.039,0.115,0.298,0.444,0.742,0.258,0.00424767910317,0.000131371518655
974,0.188,0.157,0.208,0.184,0.263,0.447,0.553,0.004114697184004,0
975,0.203,0.115,0.256,0.137,0.291,0.428,0.574,0.001783803068141,0
976,0.011,0.077,0.12,0.201,0.591,0.792,0.208,0.005626893666138,0
977,0.148,0.075,0.111,0.234,0.432,0.666,0.334,0.000369959304477,0
978,0.173,0.112,0.184,0.219,0.313,0.532,0.469,0.001415762151958,0
979,0.125,0.148,0.145,0.184,0.398,0.582,0.418,0.001173020527859,0
980,0.092,0.175,0.171,0.247,0.314,0.561,0.438,0.003505417463352,0
981,0.025,0.056,0.076,0.178,0.665,0.843,0.157,0.027727907440654,0.000574264488089
982,0.076,0.115,0.167,0.243,0.399,0.642,0.358,0.010623893344443,0.000989480262473
983,0.101,0.072,0.097,0.211,0.519,0.73,0.27,0.010180623973728,0.00037532254281
984,0.062,0.01,0.044,0.483,0.401,0.884,0.116,0.003253176243021,4.39618411219062E-05
985,0.107,0.033,0.198,0.257,0.404,0.661,0.338,0.003803245436105,0
986,0.053,0.093,0.09,0.176,0.588,0.764,0.236,0.007322199371737,4.51987615539334E-05
987,0.076,0.058,0.084,0.339,0.443,0.782,0.218,0.00272,8E-05
988,0.146,0.094,0.12,0.199,0.44,0.639,0.36,0.010371850030731,7.68285187461586E-05
989,0.08,0.087,0.081,0.232,0.52,0.752,0.248,0.007531011146795,0.000179666269904
990,0.024,0.037,0.042,0.129,0.769,0.898,0.103,0.003486961795027,5.05356781888013E-05
991,0.084,0.125,0.202,0.235,0.354,0.589,0.411,0.003553234299414,6.4215077700244E-05
992,0.092,0.037,0.112,0.161,0.598,0.759,0.241,0.004357950765136,0
993,0.056,0.249,0.065,0.238,0.392,0.63,0.37,0.003492713477056,0
994,0.114,0.081,0.126,0.241,0.438,0.679,0.321,0.001979414093428,0
995,0.023,0.146,0.177,0.138,0.517,0.655,0.346,0.002490599208868,9.76705572105289E-05
996,0.037,0.091,0.156,0.181,0.535,0.716,0.284,0.003807728096381,4.89739948087566E-05
997,0.066,0.097,0.133,0.17,0.535,0.705,0.296,0.022594921965991,0.001164686699278
998,0.059,0.067,0.26,0.177,0.438,0.615,0.386,0.00384404173531,0
999,0.066,0.084,0.248,0.17,0.432,0.602,0.398,0.004563985538832,5.12807363913746E-05
1000,0.073,0.085,0.134,0.278,0.43,0.708,0.292,0.005524448623696,0.000138912634638
1001,0.104,0.045,0.188,0.236,0.428,0.664,0.337,0.00546218487395,0.000210084033613
1002,0.155,0.171,0.12,0.208,0.346,0.554,0.446,0.013169033957295,0.000188129056533
1003,0.069,0.102,0.122,0.324,0.383,0.707,0.293,0.003545172967123,3.73176101802441E-05
1004,0.164,0.076,0.161,0.154,0.444,0.598,0.401,0.011448728262888,0.000618850176372
1005,0.06,0.118,0.178,0.279,0.365,0.644,0.356,0.008160542711571,8.51534891642185E-05
1006,0.083,0.093,0.11,0.233,0.48,0.713,0.286,0.004191600253702,0.00019303422221
1007,0.153,0.082,0.165,0.16,0.44,0.6,0.4,0.007135319833174,0.000251243656098
1008,0.096,0.115,0.248,0.165,0.375,0.54,0.459,0.002838128792327,0
1009,0.121,0.117,0.29,0.153,0.319,0.472,0.528,0.002952532364297,0.000113558937088
1010,0.067,0.106,0.224,0.229,0.374,0.603,0.397,0.007408527366193,0
1011,0.055,0.057,0.122,0.236,0.531,0.767,0.234,0.006885953246446,6.89580439558274E-05
1012,0.055,0.057,0.086,0.179,0.624,0.803,0.198,0.007736625514403,0.000987654320988
1013,0.117,0.1,0.051,0.289,0.443,0.732,0.268,0.000931222562192,0
1014,0.082,0.151,0.09,0.275,0.402,0.677,0.323,0.000850701829009,0
1015,0.031,0.051,0.066,0.202,0.65,0.852,0.148,0.010072659305838,0.000142347873447
1016,0.068,0.069,0.075,0.287,0.502,0.789,0.212,0.003703449694808,0
1017,0.131,0.066,0.129,0.134,0.54,0.674,0.326,0.002275984152407,2.80985697827981E-05
1018,0.088,0.036,0.142,0.214,0.521,0.735,0.266,0.0049028259889,9.8056519778E-05
1019,0.1,0.102,0.202,0.217,0.38,0.597,0.404,0.009381805997655,0.000167532249958
1020,0.076,0.048,0.198,0.211,0.466,0.677,0.322,0.008907430375465,0.00090201826587
1021,0.077,0.043,0.063,0.276,0.54,0.816,0.183,0.003792595947017,0
1022,0.047,0.056,0.183,0.106,0.608,0.714,0.286,0.003949100482668,0.000199449519327
1023,0.103,0.069,0.266,0.222,0.34,0.562,0.438,0.013443889872806,0.000590350453496
1024,0.043,0.042,0.134,0.154,0.627,0.781,0.219,0.006659855450865,0.000416240965679
1025,0.063,0.076,0.127,0.247,0.488,0.735,0.266,0.00329037565122,0.00018279864729
1026,0.092,0.101,0.236,0.228,0.342,0.57,0.429,0.002507265371246,2.84916519459798E-05
1027,0.019,0.08,0.121,0.235,0.546,0.781,0.22,0.005159367117634,0
1028,0.057,0.062,0.106,0.217,0.558,0.775,0.225,0.004659420681699,7.20993529083076E-05
1029,0.076,0.093,0.098,0.126,0.606,0.732,0.267,0.007612456747405,0.000115340253749
1030,0.073,0.044,0.031,0.047,0.804,0.851,0.148,0.006089166578418,0
1031,0.053,0.034,0.118,0.185,0.61,0.795,0.205,0.004938271604938,0
1032,0.072,0.061,0.136,0.229,0.501,0.73,0.269,0.00705596107056,8.847600088476E-05
1033,0.093,0.082,0.174,0.254,0.398,0.652,0.349,0.005519037579065,0.000124023316383
1034,0.097,0.065,0.221,0.202,0.415,0.617,0.383,0.007534246575342,0
1035,0.04,0.067,0.174,0.217,0.502,0.719,0.281,0.009040862910084,0.000783243073893
1036,0.183,0.068,0.092,0.235,0.421,0.656,0.343,0.010503413609423,0.001050341360942
1037,0.036,0.048,0.083,0.23,0.602,0.832,0.167,0.009181526872269,0.000323440151182
1038,0.022,0.036,0.104,0.21,0.628,0.838,0.162,0.005137207798208,0
1039,0.102,0.053,0.106,0.127,0.612,0.739,0.261,0.001667568054804,0
1040,0.052,0.056,0.146,0.245,0.5,0.745,0.254,0.007766560078564,0.000227547635301
1041,0.157,0.073,0.13,0.142,0.497,0.639,0.36,0.002701607456437,6.75401864109145E-05
1042,0.187,0.073,0.103,0.165,0.471,0.636,0.363,0.00642157649703,0.000256863059881
1043,0.074,0.053,0.09,0.213,0.57,0.783,0.217,0.004167245450757,6.94540908459508E-05
1044,0.201,0.047,0.083,0.152,0.517,0.669,0.331,0.006133556969727,6.57754098630227E-05
1045,0.155,0.091,0.151,0.125,0.479,0.604,0.397,0.002154468890775,0
1046,0.129,0.069,0.129,0.273,0.399,0.672,0.327,0.000405241118465,0
1047,0.094,0.103,0.142,0.174,0.487,0.661,0.339,0.002632378252506,0
1048,0.078,0.05,0.127,0.122,0.624,0.746,0.255,0.002273465410848,0
1049,0.057,0.081,0.21,0.296,0.357,0.653,0.348,0.002485875706215,0
1050,0.172,0.054,0.093,0.172,0.509,0.681,0.319,0.003992015968064,4.07348568169783E-05
1051,0.08,0.1,0.29,0.191,0.339,0.53,0.47,0.003480530780944,0.000108766586905
1052,0.099,0.1,0.08,0.198,0.523,0.721,0.279,0.011253782008708,0.000811748210464
1053,0.052,0.11,0.316,0.138,0.384,0.522,0.478,0.003654080389769,0.000487210718636
1054,0.085,0.058,0.232,0.255,0.37,0.625,0.375,0.005013910544498,6.11452505426641E-05
1055,0.096,0.116,0.143,0.203,0.441,0.644,0.355,0.002031222796123,0
1056,0.081,0.105,0.107,0.249,0.459,0.708,0.293,0.004344520473553,0
1057,0.088,0.094,0.114,0.233,0.471,0.704,0.296,0.004086592749524,1.07541914461161E-05
1058,0.107,0.078,0.111,0.164,0.54,0.704,0.296,0.0015623715155,0
1059,0.046,0.082,0.074,0.144,0.654,0.798,0.202,0.005292377938048,0
1060,0.061,0.083,0.28,0.18,0.395,0.575,0.424,0.003987138263666,6.43086816720257E-05
1061,0.108,0.055,0.096,0.104,0.637,0.741,0.259,0.002590442161679,0
1062,0.056,0.119,0.061,0.284,0.479,0.763,0.236,0.003104862331576,5.85823081429408E-05
1063,0.018,0.154,0.115,0.154,0.559,0.713,0.287,0.003184936301274,6.99986000279994E-05
1064,0.161,0.088,0.067,0.215,0.468,0.683,0.316,0.00446910155648,0
1065,0.047,0.012,0.178,0.195,0.567,0.762,0.237,0.003328318059545,0
1066,0.048,0.109,0.134,0.222,0.487,0.709,0.291,0.005361930294906,0.000198590010922
1067,0.082,0.134,0.185,0.15,0.448,0.598,0.401,0.008262910798122,0.00018779342723
1068,0.03,0.041,0.085,0.392,0.452,0.844,0.156,0.003906666193131,0
1069,0.133,0.116,0.071,0.182,0.498,0.68,0.32,0.0021038395071,0
1070,0.035,0.154,0.123,0.2,0.488,0.688,0.312,0.020475475148586,0.000326562602051
1071,0.033,0.106,0.068,0.244,0.548,0.792,0.207,0.004044729954794,4.32591439015422E-05
1072,0.023,0.025,0.09,0.271,0.591,0.862,0.138,0.002751410097675,0
1073,0.064,0.145,0.109,0.19,0.492,0.682,0.318,0.014545302992415,0.000250062515629
1074,0.025,0.039,0.098,0.278,0.56,0.838,0.162,0.008173775056513,0.000194613691822
1075,0.091,0.039,0.114,0.198,0.558,0.756,0.244,0.003852857536006,0
1076,0.121,0.058,0.157,0.282,0.382,0.664,0.336,0.002038505096263,0
1077,0.035,0.121,0.103,0.129,0.613,0.742,0.259,0.002467443454421,0
1078,0.123,0.093,0.111,0.171,0.502,0.673,0.327,0.007143411755571,0.000116468669928
1079,0.096,0.088,0.123,0.148,0.545,0.693,0.307,0.003783951897159,5.18349574953349E-05
1080,0.112,0.099,0.102,0.232,0.455,0.687,0.313,0.003560158588883,0
1081,0.13,0.123,0.096,0.164,0.487,0.651,0.349,0.004462980347497,3.07791748103233E-05
1082,0.048,0.123,0.039,0.204,0.586,0.79,0.21,0.001423149905123,0
1083,0.215,0.079,0.075,0.157,0.474,0.631,0.369,0.003593890386343,0
1084,0.159,0.097,0.047,0.231,0.467,0.698,0.303,0.002780049059689,0
